11.0,12.0,13.0,13.0,14.0,15.0,18.0,-1.0,10.0,4.0,10.0,11.0,6.0,2.0,18.0,18.0,4.0,1.0,15.0,11.0,16.0,2.0,17.0,5.0,7.0,3.0,17.0,1833.423872,1700.534834,1.756,0.017620954545454547,5360.885454545455
8.0,9.0,10.0,22.0,23.0,24.0,17.0,9.0,13.0,20.0,2.0,1.0,12.0,5.0,13.0,14.0,11.0,13.0,8.0,10.0,11.0,20.0,8.0,4.0,8.0,15.0,20.0,733.2470668,667.7087518,1.8066,0.01911241558441558,5935.023636363636
13.0,14.0,15.0,7.0,8.0,9.0,-1.0,8.0,0.0,6.0,14.0,3.0,10.0,-1.0,8.0,20.0,14.0,12.0,5.0,12.0,2.0,15.0,17.0,19.0,5.0,8.0,15.0,655.1083223,1321.366537,2.2269,0.020602954545454546,3873.443636363636
15.0,16.0,17.0,18.0,19.0,20.0,4.0,4.0,13.0,-1.0,1.0,17.0,11.0,20.0,2.0,16.0,11.0,7.0,2.0,10.0,4.0,11.0,4.0,17.0,4.0,4.0,1.0,890.2763707,975.4187277,1.3665,0.015562831168831169,7570.388181818183
8.0,9.0,10.0,10.0,11.0,12.0,17.0,8.0,19.0,9.0,18.0,9.0,7.0,2.0,4.0,0.0,-1.0,8.0,7.0,20.0,7.0,20.0,12.0,9.0,14.0,0.0,10.0,1387.83611,1493.933504,2.0251,0.019772493506493502,4569.138181818182
21.0,22.0,23.0,5.0,22.0,23.0,0.0,13.0,8.0,4.0,1.0,19.0,0.0,3.0,10.0,13.0,13.0,12.0,16.0,2.0,2.0,16.0,8.0,6.0,13.0,6.0,2.0,669.6921951,1099.506004,1.9852,0.023521168831168837,4346.892727272727
11.0,12.0,13.0,19.0,20.0,21.0,6.0,15.0,16.0,7.0,11.0,4.0,11.0,6.0,15.0,8.0,7.0,-1.0,20.0,17.0,1.0,5.0,-1.0,20.0,3.0,8.0,15.0,1794.962381,1459.116553,1.4231,0.014736935064935059,7383.991818181818
22.0,23.0,24.0,19.0,20.0,21.0,15.0,1.0,17.0,10.0,16.0,10.0,12.0,0.0,19.0,10.0,15.0,0.0,1.0,10.0,6.0,5.0,7.0,3.0,11.0,19.0,14.0,1261.384518,701.9932384,1.1408,0.013115818181818189,8257.900909090911
9.0,10.0,11.0,5.0,22.0,23.0,19.0,3.0,17.0,10.0,7.0,15.0,11.0,13.0,6.0,17.0,19.0,10.0,7.0,9.0,-1.0,18.0,11.0,5.0,9.0,6.0,19.0,1847.053705,1771.757414,2.0303,0.024854077922077923,4475.110000000001
16.0,17.0,18.0,13.0,14.0,15.0,7.0,7.0,18.0,1.0,8.0,2.0,8.0,6.0,16.0,12.0,8.0,7.0,2.0,1.0,-1.0,12.0,7.0,0.0,3.0,1.0,0.0,1525.158,671.1931,1.6727,0.01778125,5510.718181818182
7.0,8.0,9.0,12.0,13.0,14.0,6.0,0.0,15.0,20.0,11.0,1.0,4.0,5.0,12.0,20.0,7.0,15.0,13.0,15.0,-1.0,11.0,10.0,5.0,1.0,12.0,11.0,1872.521873,1253.278781,1.9766,0.02151244155844155,4829.266363636363
17.0,18.0,19.0,18.0,19.0,20.0,3.0,1.0,20.0,14.0,2.0,19.0,0.0,12.0,0.0,1.0,6.0,1.0,11.0,5.0,6.0,3.0,3.0,13.0,15.0,7.0,18.0,1300.479399,1031.706331,1.3095,0.016318025974025974,7470.9
18.0,19.0,20.0,15.0,16.0,17.0,10.0,16.0,10.0,7.0,9.0,15.0,12.0,7.0,1.0,8.0,14.0,7.0,16.0,8.0,12.0,-1.0,10.0,9.0,6.0,11.0,10.0,1325.770582,632.9258401,1.4521,0.014702519480519472,6759.098181818184
18.0,19.0,20.0,22.0,23.0,24.0,1.0,0.0,8.0,13.0,8.0,9.0,9.0,13.0,9.0,16.0,14.0,11.0,18.0,9.0,1.0,18.0,20.0,19.0,12.0,0.0,16.0,761.5924192,1580.950375,1.5226,0.015784935064935057,6108.337272727272
16.0,17.0,18.0,19.0,20.0,21.0,15.0,11.0,12.0,10.0,18.0,3.0,10.0,8.0,2.0,1.0,18.0,18.0,0.0,12.0,20.0,3.0,18.0,9.0,0.0,12.0,19.0,986.0820972,1137.282002,1.2674,0.015560318181818184,8095.240909090909
20.0,21.0,22.0,14.0,15.0,16.0,16.0,13.0,11.0,12.0,0.0,15.0,0.0,19.0,2.0,10.0,20.0,13.0,7.0,2.0,14.0,14.0,14.0,0.0,7.0,1.0,5.0,1831.98814,1393.193146,1.5112,0.01417485714285714,5909.301818181818
13.0,14.0,15.0,15.0,16.0,17.0,12.0,0.0,2.0,17.0,20.0,17.0,19.0,0.0,2.0,9.0,2.0,6.0,12.0,8.0,19.0,15.0,8.0,19.0,9.0,2.0,12.0,1522.090986,1538.86045,1.5536,0.015062259740259735,6195.651818181816
21.0,22.0,23.0,5.0,22.0,23.0,18.0,19.0,19.0,8.0,-1.0,17.0,1.0,14.0,3.0,12.0,19.0,13.0,19.0,10.0,5.0,8.0,12.0,7.0,16.0,12.0,13.0,1121.626194,1073.547749,1.9174,0.027347428571428568,4739.395454545455
14.0,15.0,16.0,15.0,16.0,17.0,8.0,2.0,19.0,15.0,-1.0,12.0,8.0,6.0,3.0,9.0,-1.0,15.0,14.0,16.0,4.0,5.0,-1.0,9.0,5.0,11.0,2.0,1753.573259,1739.635669,1.5001,0.014310259740259736,6442.478181818183
19.0,20.0,21.0,13.0,14.0,15.0,14.0,18.0,15.0,12.0,15.0,16.0,20.0,14.0,19.0,3.0,-1.0,17.0,8.0,18.0,12.0,15.0,5.0,6.0,7.0,0.0,7.0,1130.742343,816.9854933,1.642,0.01700945454545454,5377.606363636365
19.0,20.0,21.0,18.0,19.0,20.0,18.0,12.0,-1.0,17.0,1.0,4.0,8.0,13.0,4.0,10.0,-1.0,15.0,16.0,17.0,12.0,20.0,11.0,16.0,12.0,17.0,5.0,1166.756958,882.8345709,1.2871,0.01612738636363636,7686.940909090909
