15.0,12.0,0.0,0.0,3.0,3.0,5.0,4.0,1.0,3.0,5.0,-1.0,-1.0,6.0,6.0,0.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1288.4718895217798,682.4585310920294
24.0,21.0,2.0,2.0,5.0,6.0,6.0,11.0,13.0,13.0,4.0,7.0,4.0,10.0,1.0,9.0,3.0,8.0,3.0,12.0,14.0,12.0,5.0,1843.5592624626702,856.8344509122034
15.0,12.0,1.0,1.0,8.0,7.0,-1.0,4.0,5.0,3.0,15.0,4.0,2.0,6.0,0.0,0.0,5.0,4.0,6.0,2.0,1.0,4.0,4.0,630.0,1118.5529889381385
22.0,21.0,7.0,4.0,4.0,11.0,9.0,12.0,8.0,10.0,0.0,2.0,0.0,0.0,9.0,9.0,14.0,14.0,1.0,13.0,9.0,0.0,12.0,1603.4514696363349,688.392782875013
15.0,12.0,6.0,0.0,6.0,6.0,6.0,2.0,7.0,3.0,0.0,8.0,8.0,5.0,8.0,4.0,-1.0,7.0,15.0,6.0,6.0,5.0,7.0,630.0,1119.352556111253
24.0,21.0,18.0,8.0,11.0,7.0,13.0,6.0,12.0,5.0,17.0,9.0,3.0,7.0,13.0,7.0,1.0,4.0,3.0,2.0,15.0,2.0,10.0,1439.4915696869425,1875.0
24.0,21.0,0.0,1.0,10.0,5.0,9.0,3.0,5.0,15.0,2.0,9.0,11.0,4.0,6.0,11.0,17.0,12.0,0.0,9.0,7.0,13.0,8.0,1355.5917782909623,1778.1456917841683
24.0,21.0,17.0,7.0,9.0,6.0,12.0,6.0,13.0,3.0,11.0,8.0,3.0,1.0,17.0,4.0,0.0,6.0,3.0,3.0,11.0,5.0,10.0,1525.5154247781966,1875.0
24.0,21.0,4.0,10.0,7.0,3.0,11.0,5.0,11.0,16.0,2.0,2.0,6.0,12.0,0.0,2.0,2.0,11.0,5.0,8.0,5.0,13.0,9.0,1620.113084767897,1769.6722142288406
15.0,12.0,4.0,7.0,2.0,-1.0,-1.0,3.0,8.0,1.0,6.0,3.0,4.0,4.0,2.0,3.0,8.0,8.0,1.0,4.0,6.0,8.0,5.0,630.0,1175.0228469288877
15.0,12.0,6.0,2.0,4.0,6.0,7.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,5.0,8.0,5.0,7.0,7.0,9.0,5.0,9.0,7.0,1090.8527889190138,950.8631275399691
15.0,12.0,5.0,8.0,5.0,5.0,6.0,4.0,3.0,8.0,4.0,10.0,9.0,6.0,8.0,-1.0,9.0,5.0,8.0,1.0,5.0,6.0,4.0,907.8752274550204,1008.9424262810413
24.0,21.0,5.0,5.0,7.0,6.0,6.0,6.0,14.0,16.0,1.0,4.0,4.0,8.0,1.0,2.0,3.0,13.0,5.0,10.0,5.0,12.0,5.0,1646.7382023286277,1801.632834082379
