16.0,13.0,-1.0,17.0,2.0,6.0,14.0,7.0,9.0,8.0,13.0,-1.0,8.0,2.0,10.0,15.0,13.0,19.0,-1.0,15.0,10.0,6.0,9.0,1587.6767665834625,716.7047671674213
15.0,13.0,12.0,7.0,17.0,17.0,2.0,0.0,18.0,9.0,17.0,2.0,5.0,3.0,9.0,3.0,7.0,7.0,-1.0,18.0,19.0,7.0,14.0,1078.916106461753,820.6048362776327
15.0,13.0,8.0,8.0,11.0,19.0,5.0,18.0,9.0,3.0,8.0,14.0,-1.0,10.0,18.0,14.0,3.0,2.0,14.0,9.0,16.0,11.0,3.0,1518.6990398895152,937.4153313243646
17.0,15.0,20.0,0.0,10.0,10.0,17.0,-1.0,13.0,0.0,-1.0,11.0,2.0,0.0,0.0,14.0,10.0,14.0,7.0,18.0,10.0,2.0,12.0,1432.0446579061502,637.5607926198135
16.0,15.0,7.0,9.0,14.0,11.0,16.0,11.0,5.0,3.0,16.0,19.0,1.0,14.0,10.0,12.0,11.0,-1.0,0.0,-1.0,10.0,10.0,18.0,1633.5765,637.2151
15.0,15.0,12.0,15.0,8.0,14.0,0.0,10.0,8.0,11.0,13.0,1.0,-1.0,2.0,17.0,1.0,15.0,10.0,7.0,17.0,7.0,-1.0,7.0,733.18195,829.2289
19.0,13.0,7.0,11.0,12.0,11.0,15.0,7.0,7.0,5.0,15.0,16.0,0.0,11.0,12.0,11.0,8.0,0.0,5.0,-1.0,11.0,9.0,18.0,1564.1106619750244,625.0
17.0,14.0,12.0,18.0,13.0,17.0,5.0,7.0,2.0,12.0,3.0,20.0,0.0,7.0,10.0,0.0,10.0,12.0,4.0,10.0,0.0,17.0,2.0,1657.7239545015389,759.4721817552476
16.0,14.0,7.0,9.0,13.0,20.0,7.0,20.0,10.0,3.0,8.0,14.0,2.0,14.0,16.0,17.0,4.0,3.0,17.0,5.0,16.0,14.0,0.0,1382.4319,712.1623
16.0,16.0,11.0,5.0,11.0,12.0,13.0,0.0,0.0,13.0,20.0,13.0,20.0,-1.0,15.0,14.0,1.0,10.0,10.0,14.0,17.0,9.0,17.0,1130.6139,749.2336
17.0,15.0,20.0,1.0,2.0,6.0,11.0,12.0,8.0,15.0,14.0,16.0,7.0,16.0,-1.0,11.0,2.0,3.0,-1.0,11.0,9.0,9.0,1.0,1394.8348441777064,641.5818379422321
15.0,13.0,17.0,5.0,20.0,9.0,8.0,14.0,12.0,19.0,8.0,2.0,8.0,8.0,18.0,18.0,19.0,2.0,2.0,4.0,12.0,8.0,3.0,1625.2899,1009.11957
17.0,15.0,20.0,3.0,5.0,9.0,18.0,0.0,13.0,-1.0,0.0,10.0,3.0,2.0,2.0,13.0,12.0,15.0,7.0,18.0,10.0,4.0,9.0,1460.579,694.316
17.0,16.0,4.0,8.0,11.0,1.0,8.0,9.0,20.0,13.0,14.0,12.0,15.0,14.0,4.0,12.0,5.0,7.0,14.0,5.0,8.0,9.0,3.0,1027.1984250273383,625.0
17.0,15.0,1.0,-1.0,8.0,5.0,-1.0,5.0,17.0,11.0,12.0,2.0,6.0,12.0,0.0,5.0,18.0,14.0,-1.0,9.0,3.0,6.0,10.0,1080.2971,666.27527
15.0,17.0,7.0,1.0,9.0,10.0,11.0,14.0,9.0,6.0,6.0,9.0,1.0,20.0,1.0,13.0,1.0,13.0,12.0,18.0,16.0,16.0,16.0,1362.4853020871662,642.577193910192
15.0,16.0,13.0,12.0,6.0,4.0,3.0,4.0,20.0,1.0,3.0,9.0,6.0,17.0,4.0,20.0,20.0,6.0,3.0,7.0,13.0,11.0,19.0,977.7663004710564,919.5961675064126
17.0,16.0,-1.0,5.0,11.0,10.0,1.0,4.0,11.0,18.0,13.0,5.0,5.0,18.0,14.0,2.0,7.0,-1.0,3.0,16.0,7.0,10.0,16.0,1673.9549279738706,773.5525069708294
16.0,14.0,19.0,6.0,7.0,8.0,15.0,0.0,10.0,-1.0,0.0,6.0,3.0,1.0,0.0,16.0,12.0,11.0,6.0,15.0,6.0,6.0,9.0,1507.332172979644,925.5166394958437
15.0,16.0,8.0,8.0,8.0,4.0,17.0,15.0,15.0,4.0,13.0,4.0,7.0,10.0,10.0,14.0,-1.0,7.0,2.0,9.0,18.0,13.0,8.0,909.9958011136689,1009.5058663725638
18.0,15.0,14.0,16.0,13.0,18.0,7.0,7.0,1.0,16.0,11.0,2.0,11.0,6.0,16.0,17.0,10.0,6.0,17.0,5.0,2.0,20.0,20.0,1449.3864,655.45044
18.0,12.0,3.0,6.0,10.0,13.0,15.0,1.0,10.0,14.0,6.0,18.0,0.0,-1.0,20.0,11.0,15.0,6.0,18.0,12.0,3.0,11.0,7.0,1376.124152663404,896.6624832431115
16.0,14.0,13.0,14.0,11.0,16.0,0.0,10.0,-1.0,10.0,11.0,0.0,3.0,4.0,12.0,5.0,20.0,9.0,6.0,13.0,10.0,-1.0,6.0,715.6371721394836,952.0847060104387
16.0,15.0,18.0,0.0,15.0,3.0,7.0,9.0,2.0,0.0,16.0,7.0,6.0,-1.0,16.0,3.0,6.0,20.0,11.0,3.0,11.0,0.0,7.0,1794.624428441509,1061.7648202173384
17.0,17.0,0.0,15.0,15.0,1.0,0.0,13.0,4.0,7.0,8.0,1.0,2.0,5.0,5.0,9.0,18.0,4.0,8.0,0.0,8.0,4.0,5.0,1491.6428478078774,625.0
16.0,13.0,5.0,0.0,1.0,9.0,18.0,15.0,3.0,16.0,6.0,7.0,0.0,9.0,16.0,-1.0,-1.0,15.0,19.0,15.0,16.0,11.0,14.0,1526.789324196568,1026.7961218387193
15.0,12.0,7.0,20.0,0.0,6.0,12.0,4.0,12.0,11.0,2.0,15.0,20.0,18.0,18.0,17.0,11.0,20.0,8.0,12.0,5.0,4.0,5.0,1360.8324775165115,1131.6788586465095
15.0,17.0,13.0,18.0,13.0,1.0,20.0,10.0,10.0,4.0,13.0,3.0,7.0,15.0,15.0,14.0,11.0,13.0,-1.0,5.0,5.0,18.0,13.0,653.0594,784.52576
18.0,16.0,3.0,4.0,1.0,8.0,14.0,9.0,6.0,15.0,13.0,-1.0,12.0,13.0,-1.0,17.0,16.0,1.0,16.0,4.0,20.0,4.0,14.0,1714.9147,708.04047
15.0,18.0,9.0,13.0,13.0,7.0,18.0,11.0,5.0,2.0,10.0,10.0,10.0,8.0,16.0,13.0,11.0,12.0,0.0,7.0,3.0,18.0,10.0,652.1569484387719,625.0
15.0,16.0,20.0,20.0,15.0,3.0,6.0,0.0,17.0,5.0,11.0,14.0,4.0,15.0,5.0,1.0,8.0,11.0,2.0,10.0,4.0,-1.0,9.0,1890.0,859.4373609341706
15.0,17.0,10.0,-1.0,-1.0,16.0,9.0,4.0,1.0,11.0,5.0,10.0,20.0,2.0,17.0,10.0,18.0,11.0,9.0,0.0,8.0,11.0,11.0,887.99445,803.99725
16.0,16.0,5.0,19.0,15.0,8.0,15.0,0.0,5.0,0.0,6.0,14.0,8.0,3.0,1.0,4.0,0.0,8.0,19.0,5.0,7.0,9.0,3.0,1281.9967774469376,1032.588447903964
15.0,17.0,5.0,0.0,6.0,17.0,6.0,17.0,11.0,6.0,8.0,13.0,2.0,18.0,0.0,12.0,4.0,15.0,7.0,20.0,15.0,16.0,18.0,1472.9318,648.42096
17.0,17.0,4.0,18.0,18.0,4.0,16.0,6.0,14.0,15.0,10.0,14.0,19.0,16.0,5.0,12.0,6.0,15.0,8.0,6.0,14.0,6.0,15.0,1415.4554668417245,841.3268443505424
15.0,12.0,20.0,10.0,20.0,15.0,17.0,10.0,13.0,0.0,11.0,16.0,11.0,20.0,15.0,14.0,3.0,3.0,13.0,17.0,11.0,15.0,14.0,1172.3059312109392,1574.048108710805
16.0,19.0,13.0,12.0,13.0,11.0,15.0,8.0,3.0,2.0,8.0,5.0,2.0,12.0,13.0,12.0,5.0,12.0,5.0,5.0,0.0,17.0,5.0,742.5733905218143,919.303731632926
15.0,15.0,14.0,16.0,10.0,5.0,5.0,1.0,14.0,11.0,8.0,16.0,0.0,15.0,11.0,0.0,10.0,20.0,-1.0,11.0,4.0,2.0,5.0,1792.6256303892758,1199.6707667915184
15.0,12.0,20.0,9.0,16.0,11.0,14.0,8.0,8.0,1.0,11.0,20.0,11.0,15.0,10.0,5.0,0.0,5.0,11.0,18.0,6.0,10.0,20.0,1218.9463440750806,1267.9804830499193
15.0,15.0,8.0,19.0,15.0,12.0,15.0,18.0,-1.0,18.0,7.0,13.0,1.0,17.0,14.0,2.0,-1.0,12.0,12.0,4.0,2.0,8.0,14.0,1463.6123,1209.6168
15.0,20.0,15.0,19.0,-1.0,11.0,13.0,8.0,5.0,12.0,5.0,16.0,19.0,11.0,12.0,15.0,11.0,14.0,20.0,12.0,14.0,8.0,1.0,1820.1196,807.46277
17.0,15.0,14.0,17.0,17.0,0.0,0.0,8.0,-1.0,2.0,17.0,15.0,16.0,15.0,18.0,16.0,7.0,16.0,7.0,4.0,17.0,1.0,12.0,1294.2228,1111.5681
15.0,12.0,8.0,8.0,10.0,14.0,9.0,2.0,20.0,7.0,20.0,-1.0,18.0,11.0,3.0,8.0,18.0,8.0,5.0,14.0,15.0,14.0,8.0,1296.072684318909,1387.6176881829822
15.0,19.0,13.0,2.0,5.0,20.0,12.0,17.0,8.0,19.0,7.0,0.0,18.0,11.0,10.0,5.0,0.0,14.0,20.0,14.0,8.0,13.0,7.0,939.4262,727.13885
18.0,15.0,-1.0,3.0,15.0,13.0,4.0,9.0,8.0,12.0,7.0,6.0,19.0,17.0,1.0,-1.0,6.0,3.0,5.0,20.0,19.0,2.0,3.0,1334.0397,832.6718
15.0,19.0,14.0,6.0,14.0,2.0,3.0,10.0,13.0,18.0,4.0,9.0,3.0,8.0,1.0,1.0,-1.0,3.0,4.0,10.0,16.0,12.0,-1.0,1660.667,812.3225
15.0,15.0,7.0,14.0,5.0,3.0,1.0,15.0,5.0,1.0,6.0,7.0,10.0,7.0,3.0,1.0,13.0,5.0,-1.0,19.0,7.0,10.0,15.0,943.6638774290293,1461.699403818235
20.0,15.0,14.0,12.0,7.0,-1.0,8.0,11.0,4.0,19.0,10.0,4.0,9.0,4.0,0.0,3.0,0.0,1.0,11.0,0.0,-1.0,13.0,15.0,1000.3255,644.34937
17.0,15.0,0.0,9.0,3.0,19.0,3.0,11.0,6.0,10.0,12.0,12.0,16.0,3.0,3.0,4.0,2.0,12.0,1.0,14.0,4.0,1.0,-1.0,1851.0841,1068.7046
16.0,13.0,6.0,1.0,17.0,18.0,2.0,2.0,2.0,15.0,7.0,10.0,5.0,18.0,14.0,7.0,3.0,-1.0,15.0,4.0,-1.0,3.0,10.0,1423.6775,1308.159
15.0,19.0,14.0,12.0,9.0,7.0,1.0,-1.0,8.0,11.0,12.0,15.0,8.0,1.0,18.0,15.0,5.0,-1.0,7.0,13.0,-1.0,5.0,1.0,1718.2007,1047.1002
15.0,15.0,-1.0,3.0,15.0,17.0,19.0,2.0,18.0,14.0,4.0,12.0,16.0,11.0,5.0,10.0,13.0,-1.0,5.0,5.0,5.0,5.0,12.0,675.24475,1152.065
15.0,19.0,9.0,5.0,6.0,4.0,19.0,14.0,-1.0,14.0,19.0,12.0,1.0,0.0,4.0,3.0,16.0,11.0,0.0,6.0,8.0,15.0,5.0,1455.8009649698943,871.8762480727615
15.0,17.0,13.0,18.0,14.0,1.0,18.0,13.0,11.0,4.0,7.0,1.0,5.0,15.0,15.0,5.0,9.0,9.0,3.0,5.0,2.0,18.0,6.0,630.0,1057.9785432193287
15.0,15.0,0.0,2.0,7.0,14.0,3.0,17.0,20.0,16.0,5.0,5.0,17.0,6.0,15.0,8.0,11.0,8.0,19.0,4.0,2.0,16.0,7.0,1886.5449,1125.9655
16.0,14.0,6.0,9.0,4.0,3.0,3.0,15.0,5.0,1.0,8.0,0.0,12.0,8.0,2.0,-1.0,12.0,0.0,-1.0,17.0,6.0,8.0,17.0,707.1903999589571,1366.779484044207
15.0,19.0,13.0,18.0,8.0,6.0,6.0,15.0,-1.0,7.0,7.0,7.0,14.0,13.0,17.0,20.0,18.0,2.0,0.0,10.0,2.0,-1.0,10.0,1408.9037924655152,1055.2150481467297
15.0,15.0,12.0,12.0,3.0,5.0,17.0,12.0,12.0,2.0,5.0,16.0,19.0,8.0,17.0,16.0,16.0,5.0,8.0,4.0,4.0,3.0,1.0,1384.2664110524936,1673.2755494470962
15.0,19.0,1.0,3.0,7.0,4.0,15.0,15.0,19.0,4.0,9.0,15.0,13.0,0.0,14.0,-1.0,1.0,5.0,0.0,2.0,6.0,6.0,20.0,1237.838916765413,928.8125866125512
15.0,21.0,13.0,17.0,6.0,9.0,11.0,12.0,9.0,6.0,13.0,13.0,12.0,15.0,13.0,17.0,15.0,1.0,7.0,14.0,9.0,0.0,15.0,1046.3034786682335,708.8400573724714
15.0,14.0,17.0,0.0,15.0,12.0,15.0,11.0,0.0,1.0,1.0,5.0,8.0,2.0,1.0,2.0,-1.0,5.0,9.0,5.0,6.0,4.0,5.0,853.8989,1445.2925
