0.005173777,0.007711220,0.004881540,0.004251294,0.004641064,0.003807452,0.008369774,0.006571435
0.001051443,0.003344218,0.004801324,0.003727108,0.003633314,0.007341352,0.007464587,0.007030637
0.001685329,0.003972177,0.007768901,0.009137121,0.005186597,0.004038946,0.003284124,0.002370488
0.002394008,0.004205386,0.005469248,0.007952959,0.005656902,0.004687185,0.005009048,0.003589351
0.001447437,0.003563689,0.005897031,0.006659246,0.005548161,0.007799815,0.005365608,0.002722976
0.004745136,0.005868495,0.006761971,0.005562206,0.005999210,0.003134538,0.004669400,0.004463466
0.001110844,0.002571660,0.003400181,0.006811885,0.009212160,0.008926029,0.002588847,0.001705303
0.001629480,0.005616854,0.002546672,0.006615045,0.005291536,0.007028211,0.004171260,0.005761552
0.008160332,0.008289138,0.002289463,0.003948993,0.004820785,0.007481273,0.005326023,0.004722380
0.004278656,0.006579721,0.003562942,0.003822916,0.005780550,0.010051507,0.003415223,0.004044481
0.006900019,0.006564927,0.004114718,0.003430056,0.005791963,0.009429062,0.004604104,0.005793344
0.005176495,0.004780331,0.002545002,0.009862749,0.007657070,0.004438175,0.003562162,0.004735024
0.002758150,0.003280925,0.007939250,0.006736772,0.007224943,0.005101708,0.002906866,0.005118348
0.003173424,0.005457704,0.006355463,0.002853592,0.004214320,0.009537353,0.010066773,0.008122674
0.005026902,0.004950434,0.004625776,0.005988105,0.005491920,0.005809703,0.008164876,0.006773783
0.003508205,0.004265197,0.002816320,0.002335363,0.008978722,0.012058830,0.008439994,0.002748782
0.003969562,0.006881075,0.004074306,0.003318095,0.004700847,0.004023253,0.004065431,0.004413193
0.005643031,0.005044524,0.002381996,0.007722311,0.004931139,0.005830107,0.002916151,0.002713668
0.002781853,0.003831653,0.003137364,0.008665780,0.009016105,0.005352003,0.003739264,0.003884499
0.001825053,0.001986369,0.003847242,0.006200209,0.007913827,0.009799429,0.005945806,0.001919288
0.002324316,0.003822228,0.003151938,0.006690183,0.008258891,0.004903705,0.008700855,0.010253630
0.004053690,0.004137844,0.006798451,0.007545158,0.005145825,0.005402806,0.005955608,0.002448778
0.002716174,0.006402690,0.006097199,0.005631432,0.003426795,0.002936307,0.003175664,0.002584935
0.002022516,0.004406853,0.004472137,0.009383293,0.005941669,0.005191210,0.005361963,0.001463531
0.007482897,0.006358221,0.004352049,0.004304089,0.004223530,0.006433519,0.007656703,0.008629491
0.004316834,0.002734495,0.003629000,0.006280799,0.008514616,0.005872889,0.004964120,0.004144739
0.001239920,0.004502279,0.005538808,0.006803711,0.006297429,0.008147734,0.003116019,0.002044040
0.002055860,0.004385273,0.005161186,0.006290354,0.005497558,0.004446904,0.003282487,0.004307646
0.001795357,0.004077694,0.006968122,0.007587455,0.004908152,0.006128153,0.004324918,0.003480606
0.003216750,0.003736951,0.003788439,0.008502898,0.007042149,0.006786673,0.005415811,0.003967766
0.003474147,0.002316702,0.002896358,0.006571153,0.009157310,0.010387655,0.005636516,0.001553834
0.001706768,0.004218080,0.003627191,0.004394026,0.007654791,0.004701561,0.004092350,0.001937026
0.001503548,0.002436188,0.002434920,0.004136248,0.007031393,0.010243629,0.007290714,0.005839016
0.003436273,0.008721673,0.004659692,0.004747000,0.006495343,0.005158879,0.005455613,0.002410343
0.001487784,0.004668406,0.005860969,0.007603855,0.007654135,0.006580477,0.003765612,0.002834490
0.001204592,0.002710624,0.003628003,0.007499259,0.008380151,0.008191235,0.005416323,0.003907993
0.001606577,0.004917679,0.007482560,0.008837715,0.007226398,0.006143717,0.003100141,0.001746555
0.000822016,0.002747910,0.001647949,0.007425108,0.011807483,0.006842074,0.002530332,0.001455345
0.003555478,0.003131135,0.003959272,0.007536730,0.006815386,0.005795004,0.007778939,0.007962280
0.002111757,0.005953102,0.006571522,0.004584390,0.005574340,0.006084324,0.006621070,0.004989629
0.003385540,0.005129160,0.003913373,0.003660943,0.006318094,0.009720382,0.010245802,0.007839460
0.005553415,0.004958522,0.004640092,0.005539140,0.004778131,0.006655260,0.009356621,0.007323736
0.003490562,0.003295127,0.003419542,0.010809964,0.009816056,0.004076391,0.002396380,0.001841464
0.006181223,0.004090624,0.002692228,0.008142802,0.008247449,0.006417412,0.003191656,0.003941259
0.003863388,0.003469996,0.002948552,0.005073304,0.010576982,0.009318457,0.004570502,0.002213352
0.006535481,0.007391666,0.003673077,0.004527183,0.005457753,0.004750371,0.009026723,0.005682427
0.001765418,0.004880035,0.004712712,0.006927472,0.009885658,0.004890880,0.004977526,0.002959737
0.005897344,0.005295067,0.003748551,0.005713280,0.004403702,0.008733088,0.009165545,0.005933652
0.001806647,0.002535278,0.004470861,0.007695384,0.007280185,0.006871427,0.004856900,0.005839131
0.001552335,0.004023600,0.004853242,0.007495849,0.008201882,0.006593475,0.002320393,0.001245726
0.000903986,0.002617782,0.005397739,0.007943391,0.007770277,0.008253073,0.003293486,0.002976949
0.002627272,0.002370976,0.002320734,0.007761679,0.006944960,0.007456883,0.009660012,0.009681161
0.005697167,0.007926769,0.005733730,0.004083707,0.002667907,0.002598728,0.005696117,0.006017865
0.002432183,0.004316241,0.004291620,0.005855168,0.007205638,0.007756661,0.008069968,0.005851348
0.004552736,0.008359717,0.006499019,0.003132091,0.003376624,0.005832139,0.003215685,0.002578007
0.004943912,0.005687464,0.002382693,0.004808956,0.009290573,0.007024580,0.006878128,0.003155758
0.005116245,0.005495952,0.002580984,0.005622886,0.009026212,0.007160241,0.004665009,0.002613157
0.002492453,0.004008245,0.005505773,0.006159761,0.007010461,0.006158311,0.004252172,0.002151830
0.003957391,0.005491063,0.005238429,0.007850235,0.006614587,0.003970811,0.006118075,0.001700383
0.002711318,0.001471457,0.004367449,0.007320946,0.007262736,0.007651865,0.005562838,0.002617939
0.003457178,0.004517459,0.004425952,0.006977744,0.009579767,0.008591812,0.001686151,0.001264331
0.001465592,0.004316492,0.007252173,0.005990328,0.002941956,0.006455301,0.011373101,0.010168304
0.001773376,0.006375928,0.006310741,0.004610736,0.005180722,0.008523285,0.004667796,0.003103071
0.003267760,0.007276194,0.008983127,0.006108425,0.002834488,0.003775821,0.003139586,0.001861940
0.001822892,0.005685114,0.008570958,0.006808878,0.003639231,0.002300481,0.005535790,0.004625152
0.003122536,0.003082501,0.002891968,0.007434580,0.004280400,0.003013570,0.008104434,0.005980093
0.003434006,0.002028527,0.002332335,0.008364261,0.005979218,0.007303525,0.002961068,0.003101140
0.006917720,0.006610448,0.002105653,0.005993330,0.006935279,0.008436690,0.004856601,0.004071552
0.005658645,0.002878897,0.001993883,0.007140576,0.004904791,0.010191859,0.011620830,0.006019841
0.002248754,0.002701907,0.005508175,0.010138907,0.006756500,0.004857901,0.004014715,0.001908641
0.003190217,0.004693208,0.005605041,0.005176938,0.005043890,0.007951392,0.008697060,0.006903389
0.003480901,0.004668009,0.001791365,0.007689110,0.009076363,0.009681148,0.003706033,0.001238444
0.005665100,0.005863704,0.003582561,0.004645688,0.007483757,0.006982591,0.006239748,0.004989519
0.001533617,0.002533117,0.005258809,0.009039750,0.009496415,0.006895863,0.003718351,0.001054157
0.002853983,0.004763345,0.003279053,0.004606731,0.009009843,0.011011571,0.003442792,0.003977638
0.003693084,0.002996832,0.001625434,0.007322697,0.009613211,0.008020888,0.006957952,0.004703496
0.001913718,0.003724554,0.004500886,0.010320546,0.007406418,0.002514762,0.004793045,0.004169632
0.002785494,0.005062012,0.006418298,0.006234342,0.006013372,0.005443869,0.003188898,0.002869740
0.002366741,0.003740427,0.005205188,0.006195576,0.008640813,0.004611937,0.004722056,0.003791153
0.003015931,0.007626456,0.008078739,0.004489585,0.003480645,0.003604524,0.004339597,0.003048695
0.005356260,0.004514295,0.003843461,0.005552327,0.006473666,0.004836556,0.003255608,0.002969355
0.005220400,0.005258971,0.005160575,0.008623994,0.004764339,0.003790234,0.002557015,0.002248860
0.002567255,0.006889424,0.007366059,0.004319975,0.004825831,0.004877276,0.004515614,0.003394155
0.001305462,0.002926841,0.005326604,0.008957904,0.007218322,0.005494083,0.003888081,0.003557183
0.003366068,0.004272541,0.004784777,0.006231354,0.008240977,0.008750163,0.005242249,0.003203673
0.001821523,0.003823756,0.003769315,0.006285109,0.003116864,0.006019319,0.006232304,0.005399991
0.005762778,0.005941501,0.003592044,0.003635370,0.005967071,0.009923777,0.007429354,0.002961312
0.002520114,0.004667553,0.002148990,0.007015140,0.009846595,0.007164287,0.005790333,0.003376149
0.002296974,0.002004516,0.001048645,0.006219946,0.009260914,0.009099368,0.007447116,0.003657518
0.002887578,0.004501731,0.003858870,0.006109831,0.006810479,0.007989271,0.010186508,0.005015342
0.004497752,0.006710893,0.005987013,0.006976484,0.003852121,0.004087394,0.006058089,0.002576771
0.002011864,0.003380439,0.002280848,0.009255741,0.009598535,0.005681287,0.004464655,0.003265974
0.002439221,0.007761525,0.006140135,0.002983097,0.006151589,0.006971955,0.006632759,0.002040137
0.004016792,0.004621272,0.003996768,0.005723452,0.006021423,0.007902275,0.010121251,0.004852236
0.003029096,0.004789544,0.005740134,0.004744858,0.004922199,0.006656839,0.010768623,0.011278468
0.004450201,0.003843865,0.003341793,0.006206815,0.007849922,0.006439643,0.006822135,0.006951551
0.001516116,0.002872847,0.002624247,0.004697102,0.010257114,0.009360441,0.006028380,0.003641855
0.001988519,0.004209923,0.006507365,0.005840468,0.004965781,0.006298901,0.011106502,0.009672522
0.000976597,0.002862762,0.005128290,0.008504199,0.008348865,0.006374242,0.002528603,0.002696380
0.002731362,0.006676704,0.005617865,0.006770383,0.007560097,0.002297222,0.002783980,0.003675251
0.002614735,0.006215360,0.006043086,0.005375452,0.004812960,0.007265169,0.007431882,0.004207629
0.005177877,0.006818618,0.005454613,0.005933381,0.003942577,0.003223492,0.004610746,0.003051279
0.001617262,0.005962886,0.008504594,0.007570204,0.002311654,0.003072952,0.005496154,0.004033951
0.001912958,0.004610136,0.007126298,0.007088906,0.006016649,0.004167735,0.007413934,0.003414732
0.003052130,0.003867692,0.007240880,0.006274571,0.003988740,0.007935689,0.006762977,0.004945189
0.002367074,0.004438219,0.004664249,0.009599303,0.006939460,0.005038992,0.002656983,0.002507279
0.002758122,0.005050572,0.006886442,0.007163632,0.006083876,0.004105757,0.003087179,0.002387076
0.001458756,0.003658748,0.005076488,0.005849519,0.005059499,0.007730074,0.009940209,0.006206104
0.001569955,0.002838252,0.004820038,0.007287517,0.007048597,0.005710302,0.007203943,0.002179480
0.004013236,0.007252861,0.006408767,0.006198494,0.004241171,0.005562105,0.003278676,0.004059227
0.002612822,0.004492048,0.006243067,0.008902458,0.007012965,0.002097429,0.001823874,0.001181138
0.003074307,0.006066596,0.006634222,0.006614911,0.004524724,0.003804886,0.004395452,0.003708168
0.001625103,0.006092002,0.003687728,0.002846180,0.008764640,0.005442419,0.007599634,0.003672100
