1,0,0
2,0,0
3,0,0
4,0,0
5,8580.628,22226758
6,8451.596,20811571
7,9419.336,23433829
8,10967.72,44536763
9,12903.2,50364002
10,14064.488,55775011
11,15483.84,61602251
12,16903.192,67845722
13,18967.704,77419045
14,18387.06,83662517
15,20064.476,91570914
16,22645.116,105306550
17,29870.908,144432300
18,23161.244,126950580
19,27870.912,156503020
20,34580.58,201039780
21,38257.99,225597430
22,10193.528,42871837
23,14967.712,89905988
24,18774.156,167325030
