1,0
2,0
3,0
4,0
5,8580.628
6,8451.596
7,9419.336
8,10967.72
9,12903.2
10,14064.488
11,15483.84
12,16903.192
13,18967.704
14,18387.06
15,20064.476
16,22645.116
17,29870.908
18,23161.244
19,27870.912
20,34580.58
21,38257.99
22,10193.528
23,14967.712
24,18774.156
