1,0
2,0
3,0
4,0
5,0
6,0
7,4909.6676
8,5703.2144
9,7419.34
10,8580.628
11,6645.148
12,7548.372
13,8129.016
14,9096.756
15,8580.628
16,9483.852
17,10838.688
18,10451.592
19,12645.136
20,12322.556
21,16903.192
22,18387.06
23,17612.868
24,21032.216
