24.0,21.0,6.0,8.0,13.0,11.0,5.0,5.0,2.0,7.0,4.0,6.0,5.0,12.0,3.0,7.0,5.0,9.0,9.0,10.0,10.0,1.0,3.0,1890.0,1148.9009764054153
24.0,21.0,9.0,2.0,6.0,2.0,2.0,5.0,5.0,0.0,-1.0,-1.0,6.0,8.0,6.0,8.0,5.0,11.0,6.0,3.0,15.0,3.0,5.0,1890.0,625.0
15.0,12.0,6.0,6.0,5.0,5.0,-1.0,8.0,3.0,2.0,4.0,6.0,5.0,3.0,0.0,4.0,4.0,8.0,0.0,6.0,2.0,0.0,6.0,630.0,1113.6565863017554
24.0,20.0,6.0,0.0,6.0,7.0,9.0,1.0,0.0,10.0,5.0,1.0,16.0,2.0,13.0,11.0,9.0,12.0,9.0,15.0,3.0,4.0,0.0,1018.7938503883581,1871.182152428126
15.0,12.0,4.0,1.0,7.0,1.0,2.0,7.0,7.0,6.0,4.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,5.0,1.0,3.0,0.0,835.9642599398433,941.7703909586807
15.0,12.0,2.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,1146.4983292898596,625.0
18.0,20.0,0.0,1.0,7.0,4.0,4.0,6.0,7.0,5.0,3.0,4.0,5.0,9.0,-1.0,4.0,5.0,4.0,4.0,4.0,7.0,8.0,5.0,1799.0663317759079,1875.0
15.0,21.0,2.0,6.0,9.0,2.0,0.0,3.0,6.0,6.0,4.0,2.0,9.0,0.0,6.0,1.0,6.0,0.0,6.0,5.0,9.0,6.0,5.0,1496.6649728948846,716.4571294916592
15.0,12.0,5.0,7.0,0.0,10.0,10.0,2.0,4.0,2.0,0.0,4.0,9.0,11.0,-1.0,2.0,5.0,2.0,2.0,4.0,10.0,1.0,8.0,1890.0,625.0
24.0,20.0,13.0,3.0,2.0,1.0,5.0,3.0,6.0,9.0,8.0,8.0,1.0,5.0,0.0,7.0,6.0,10.0,12.0,6.0,8.0,14.0,11.0,1708.7860320194013,1852.8493019522755
15.0,12.0,1.0,1.0,0.0,4.0,0.0,3.0,-1.0,1.0,1.0,5.0,3.0,4.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,1518.3664891754627,1109.8184972113945
15.0,12.0,6.0,0.0,2.0,2.0,5.0,8.0,3.0,6.0,4.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,4.0,3.0,-1.0,4.0,0.0,953.3478208111294,1157.6477162320466
19.0,19.0,2.0,6.0,1.0,0.0,3.0,7.0,12.0,5.0,9.0,9.0,7.0,8.0,3.0,8.0,7.0,10.0,3.0,7.0,3.0,10.0,2.0,924.0549730909404,1821.3631297032914
15.0,12.0,5.0,7.0,1.0,0.0,5.0,5.0,7.0,2.0,0.0,3.0,6.0,1.0,-1.0,3.0,11.0,0.0,4.0,9.0,5.0,0.0,0.0,916.8381768799694,1060.0770702635432
15.0,13.0,6.0,0.0,0.0,3.0,2.0,1.0,10.0,4.0,5.0,0.0,0.0,1.0,4.0,-1.0,0.0,0.0,5.0,4.0,6.0,0.0,4.0,1098.8804644368129,1058.1691246540345
21.0,19.0,4.0,7.0,12.0,6.0,4.0,1.0,13.0,7.0,3.0,1.0,1.0,7.0,3.0,8.0,4.0,2.0,9.0,13.0,2.0,7.0,1.0,630.0,1705.5560428786137
15.0,12.0,8.0,7.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,7.0,11.0,2.0,1.0,1.0,5.0,-1.0,2.0,2.0,2.0,0.0,1.0,1886.011268333785,625.0
24.0,21.0,13.0,2.0,1.0,-1.0,8.0,0.0,8.0,8.0,7.0,5.0,4.0,5.0,0.0,7.0,1.0,14.0,12.0,9.0,6.0,17.0,6.0,1791.994156239189,1791.0811448194054
15.0,12.0,6.0,0.0,0.0,6.0,4.0,3.0,7.0,6.0,5.0,0.0,1.0,2.0,5.0,0.0,2.0,1.0,6.0,4.0,0.0,1.0,3.0,905.3718029014783,979.6143185102078
