2,8,16,64,32,32
2,32,64,128,256,16
2,32,16,128,64,16
2,32,32,64,32,16
2,64,258,64,32,16
2,64,128,128,256,16
2,64,32,256,32,16
2,64,16,64,32,16
2,64,64,64,32,16
2,128,128,64,32,16
2,128,512,64,32,16
2,128,64,64,32,16
2,128,256,64,32,16
2,128,32,64,32,32
2,128,16,64,32,16
2,256,128,64,32,32
2,256,256,64,32,16
2,256,64,64,32,32
2,256,32,64,32,16
2,256,16,64,32,16
