15.0,12.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,10.0,10.0,4.0,2.0,-1.0,2.0,6.0,0.0,2.0,10.0,2.0,0.0,0.0,1195.0092583192995,749.3370325338409
24.0,21.0,13.0,9.0,3.0,6.0,9.0,0.0,8.0,11.0,4.0,8.0,10.0,1.0,6.0,14.0,13.0,6.0,12.0,3.0,6.0,5.0,7.0,1890.0,764.5462388189848
15.0,12.0,0.0,6.0,3.0,4.0,2.0,3.0,7.0,3.0,-1.0,4.0,0.0,1.0,6.0,3.0,5.0,3.0,6.0,0.0,1.0,7.0,4.0,630.0,1114.7636495969125
24.0,21.0,9.0,6.0,6.0,-1.0,4.0,0.0,11.0,6.0,2.0,9.0,6.0,8.0,11.0,11.0,8.0,6.0,6.0,7.0,3.0,7.0,5.0,1890.0,625.0
15.0,12.0,0.0,6.0,8.0,11.0,8.0,0.0,3.0,-1.0,8.0,8.0,0.0,-1.0,2.0,0.0,2.0,11.0,0.0,1.0,2.0,3.0,6.0,1087.4237722554067,625.0
24.0,21.0,8.0,4.0,7.0,5.0,11.0,10.0,14.0,14.0,12.0,0.0,0.0,9.0,7.0,13.0,3.0,-1.0,13.0,6.0,1.0,3.0,20.0,1791.9724380603775,1875.0
24.0,20.0,6.0,9.0,11.0,-1.0,8.0,15.0,11.0,13.0,10.0,4.0,-1.0,11.0,7.0,14.0,1.0,3.0,12.0,2.0,0.0,5.0,8.0,1702.3132080437583,1875.0
15.0,21.0,-1.0,-1.0,6.0,7.0,3.0,9.0,0.0,4.0,1.0,5.0,4.0,5.0,-1.0,2.0,6.0,-1.0,6.0,2.0,3.0,3.0,2.0,1182.3924889889172,1875.0
22.0,21.0,3.0,12.0,13.0,9.0,4.0,6.0,10.0,4.0,6.0,5.0,7.0,12.0,11.0,4.0,2.0,5.0,16.0,8.0,2.0,11.0,8.0,1582.7755589256758,1696.408261455672
21.0,19.0,4.0,8.0,13.0,5.0,11.0,3.0,0.0,14.0,11.0,3.0,0.0,18.0,8.0,7.0,10.0,14.0,4.0,4.0,6.0,10.0,13.0,1043.075962252268,1796.496527834457
24.0,20.0,3.0,5.0,7.0,5.0,12.0,16.0,14.0,9.0,6.0,7.0,13.0,11.0,6.0,4.0,12.0,3.0,5.0,2.0,3.0,0.0,5.0,990.8458803708818,1769.3723729979477
15.0,12.0,1.0,10.0,0.0,0.0,8.0,0.0,8.0,1.0,-1.0,5.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,10.0,1693.7072439775015,625.0
15.0,15.0,4.0,13.0,15.0,12.0,11.0,20.0,7.0,12.0,17.0,9.0,4.0,10.0,14.0,8.0,0.0,9.0,2.0,1.0,19.0,6.0,12.0,630.0,1875.0
23.0,21.0,5.0,7.0,12.0,3.0,8.0,4.0,7.0,5.0,18.0,2.0,1.0,14.0,6.0,8.0,7.0,0.0,7.0,3.0,13.0,9.0,11.0,1748.665546275509,1796.120061478486
15.0,19.0,0.0,2.0,6.0,1.0,8.0,10.0,6.0,9.0,9.0,0.0,5.0,1.0,3.0,5.0,8.0,8.0,9.0,3.0,4.0,0.0,7.0,992.743145668408,1868.1741681272188
15.0,15.0,8.0,11.0,20.0,3.0,12.0,11.0,7.0,10.0,19.0,5.0,4.0,19.0,13.0,11.0,7.0,12.0,2.0,0.0,14.0,6.0,7.0,667.136313358608,1851.0286336944766
15.0,12.0,1.0,4.0,1.0,5.0,9.0,6.0,5.0,5.0,1.0,1.0,5.0,4.0,0.0,0.0,5.0,4.0,0.0,4.0,7.0,0.0,5.0,877.6093255270869,1084.0285787008252
23.0,17.0,0.0,7.0,13.0,13.0,8.0,0.0,12.0,10.0,8.0,5.0,5.0,11.0,6.0,15.0,11.0,1.0,3.0,12.0,1.0,7.0,4.0,1890.0,1717.4820527784948
15.0,15.0,3.0,0.0,-1.0,3.0,3.0,7.0,2.0,6.0,0.0,3.0,-1.0,7.0,2.0,5.0,4.0,0.0,0.0,5.0,0.0,3.0,6.0,1345.684071199282,1266.3374399970685
15.0,12.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,6.0,6.0,3.0,5.0,0.0,6.0,0.0,2.0,3.0,3.0,1.0,4.0,12.0,1165.977563212691,889.5841956641568
15.0,12.0,4.0,0.0,3.0,11.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,0.0,14.0,3.0,5.0,1.0,7.0,3.0,0.0,2.0,3.0,861.8471529090443,1845.3852279088242
24.0,20.0,6.0,5.0,14.0,1.0,2.0,10.0,16.0,11.0,9.0,6.0,2.0,5.0,11.0,13.0,4.0,3.0,12.0,4.0,0.0,7.0,4.0,1250.339940778735,1749.3793849446151
15.0,12.0,5.0,0.0,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,5.0,0.0,-1.0,0.0,-1.0,1.0,7.0,10.0,2.0,0.0,1777.8006476401379,962.0367475327039
23.0,20.0,2.0,12.0,7.0,2.0,12.0,11.0,13.0,4.0,10.0,4.0,5.0,9.0,8.0,9.0,7.0,7.0,19.0,8.0,6.0,-1.0,12.0,1847.5849626108518,1849.7503318985875
15.0,12.0,0.0,6.0,0.0,0.0,2.0,1.0,3.0,-1.0,2.0,4.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,5.0,4.0,2.0,6.0,1142.2782922669378,684.0981773206194
15.0,21.0,-1.0,0.0,6.0,1.0,5.0,8.0,2.0,6.0,2.0,8.0,8.0,4.0,-1.0,3.0,6.0,0.0,8.0,2.0,8.0,1.0,3.0,1112.1356116079241,1865.6138439934257
