-0.012555691,-0.73945856,0.14945322,-0.61977282,0.449169704,-0.264682547,0.14945322,-0.61977282,-0.109761037,-0.794125046,0.14945322,-0.61977282,-0.360874848,-0.89329876,0.068448765,-0.682953732,-0.579586877,-0.959372642,-1,-1,0.287160794,-0.479575053,-0.012555691,-0.73945856,0.870392872,0.616850823,-0.109761037,-0.794125046,-0.880923451,-0.956808638,-0.880923451,-0.956808638,-0.251201025,0.162212817,-0.298813846,-0.401496909,-0.337993488,-0.473810032,0.269507971,-0.023487077
1,1,0.449169704,-0.264682547,0.449169704,-0.264682547,1,1,0.287160794,-0.479575053,-0.109761037,-0.794125046,0.14945322,-0.61977282,-0.109761037,-0.794125046,1,1,0.068448765,-0.682953732,-0.360874848,-0.89329876,0.870392872,0.616850823,1,1,-0.360874848,-0.89329876,-0.109761037,-0.794125046,-0.684082625,-0.982545426,-0.92283382,-0.549282603,-0.311883068,-0.486900108,-0.50218153,0.101951936,0.122030044,0.051328579
1,1,0.870392872,0.616850823,-0.012555691,-0.73945856,-0.109761037,-0.794125046,0.61927906,-0.000445072,1,1,0.449169704,-0.264682547,0.287160794,-0.479575053,-0.109761037,-0.794125046,-0.80963953,-0.923776535,-0.880923451,-0.956808638,0.287160794,-0.479575053,-0.579586877,-0.959372642,0.61927906,-0.000445072,-0.109761037,-0.794125046,0.61927906,-0.000445072,-0.819557708,-0.44697215,0.171610515,0.394528265,-0.249112321,-0.436093786,-0.55907344,-0.707927924
-0.012555691,-0.73945856,-0.012555691,-0.73945856,-0.109761037,-0.794125046,-0.109761037,-0.794125046,0.287160794,-0.479575053,0.449169704,-0.264682547,0.287160794,-0.479575053,0.61927906,-0.000445072,0.068448765,-0.682953732,-0.80963953,-0.923776535,-0.360874848,-0.89329876,-0.880923451,-0.956808638,0.61927906,-0.000445072,-0.684082625,-0.982545426,0.068448765,-0.682953732,-1,-1,-0.704095919,-0.408976487,-0.203061303,0.201598233,-0.172487705,-0.330479207,-0.278039558,-0.509344218
1,1,0.740785743,0.284981713,0.14945322,-0.61977282,-0.109761037,-0.794125046,0.068448765,-0.682953732,-0.012555691,-0.73945856,-0.012555691,-0.73945856,-0.012555691,-0.73945856,-0.579586877,-0.959372642,-0.880923451,-0.956808638,-0.684082625,-0.982545426,0.449169704,-0.264682547,-0.72782503,-0.880236856,-0.880923451,-0.956808638,0.740785743,0.284981713,-0.880923451,-0.956808638,-0.85831635,-0.513525209,-0.133364599,-0.009180437,-0.190204373,0.17664719,-0.219946888,-0.650498686
0.14945322,-0.61977282,0.740785743,0.284981713,0.068448765,-0.682953732,0.61927906,-0.000445072,0.287160794,-0.479575053,0.870392872,0.616850823,0.449169704,-0.264682547,-0.109761037,-0.794125046,0.14945322,-0.61977282,-0.80963953,-0.923776535,0.287160794,-0.479575053,-0.72782503,-0.880236856,0.870392872,0.616850823,0.449169704,-0.264682547,-0.80963953,-0.923776535,1,1,-0.321037519,-0.138013837,0.007556071,-0.187916086,-0.116717047,-0.583444795,-0.333376834,-0.366928708
0.870392872,0.616850823,0.740785743,0.284981713,0.14945322,-0.61977282,-0.012555691,-0.73945856,0.740785743,0.284981713,-0.360874848,-0.89329876,0.287160794,-0.479575053,0.449169704,-0.264682547,0.287160794,-0.479575053,-1,-1,0.068448765,-0.682953732,-0.94491697,-0.981635931,-0.94491697,-0.981635931,0.14945322,-0.61977282,0.287160794,-0.479575053,-0.360874848,-0.89329876,-0.91315589,-0.675151901,-0.54016481,0.015688328,0.406754022,0.360136023,-0.672351703,-0.816303437
1,1,-0.109761037,-0.794125046,0.449169704,-0.264682547,-0.012555691,-0.73945856,0.740785743,0.284981713,-0.012555691,-0.73945856,1,1,-0.360874848,-0.89329876,0.068448765,-0.682953732,0.449169704,-0.264682547,0.61927906,-0.000445072,0.068448765,-0.682953732,0.287160794,-0.479575053,0.14945322,-0.61977282,0.068448765,-0.682953732,-0.255569056,-0.851210403,-0.828656927,-0.17901254,-0.679223081,-0.016381902,-0.232015096,0.050933322,-0.414536479,-0.155437565
-0.109761037,-0.794125046,0.068448765,-0.682953732,1,1,0.449169704,-0.264682547,0.740785743,0.284981713,-0.109761037,-0.794125046,0.449169704,-0.264682547,-0.360874848,-0.89329876,-1,-1,0.068448765,-0.682953732,0.740785743,0.284981713,-0.109761037,-0.794125046,0.068448765,-0.682953732,-0.72782503,-0.880236856,-0.012555691,-0.73945856,0.287160794,-0.479575053,0.235384556,0.256370321,-0.721128952,-0.450749412,-0.308712377,0.124748616,-0.226396289,-0.324745048
0.449169704,-0.264682547,-0.012555691,-0.73945856,0.287160794,-0.479575053,0.740785743,0.284981713,0.740785743,0.284981713,-0.255569056,-0.851210403,0.61927906,-0.000445072,-0.012555691,-0.73945856,-0.458080194,-0.928711032,0.870392872,0.616850823,-0.109761037,-0.794125046,1,1,-0.579586877,-0.959372642,0.449169704,-0.264682547,0.449169704,-0.264682547,-0.80963953,-0.923776535,-0.397038945,-0.022137077,-0.513646914,-0.471290554,-0.152342309,0.543504943,-0.537714087,-0.435191994
